Ngay,Dong cua,Mo cua,Cao nhat,Thap nhat,KL,% Thay doi
16/04/2024,1215.68,"1,218.64","1,222.45","1,191.73","120,785,611",-0.93(-0.08 %)
15/04/2024,1216.61,"1,274.02","1,281.81","1,216.61","128,180,780",-59.99(-4.70 %)
12/04/2024,1276.6,"1,262.96","1,278.39","1,259.5","247,058,701",18.4(1.46 %)
11/04/2024,1258.2,"1,249.88","1,262.03","1,248.11","43,901,038",-0.36(-0.03 %)
10/04/2024,1258.56,"1,266.48","1,268.72","1,258.56","65,055,327",-4.26(-0.34 %)
09/04/2024,1262.82,"1,252.4","1,262.82","1,247.7","63,387,748",12.47(1.00 %)
08/04/2024,1250.35,"1,255.37","1,258.4","1,246.87","81,699,030",-4.76(-0.38 %)
05/04/2024,1255.11,"1,258.58","1,265.14","1,253.56","31,862,243",-13.14(-1.04 %)
04/04/2024,1268.25,"1,271.87","1,277.62","1,265.12","56,434,639",-3.22(-0.25 %)
03/04/2024,1271.47,"1,285.3","1,288.99","1,271.47","79,863,760",-15.57(-1.21 %)
02/04/2024,1287.04,"1,276.38","1,287.04","1,268.48","54,516,561",5.52(0.43 %)
01/04/2024,1281.52,"1,282.84","1,286.8","1,274.09","62,026,535",-2.57(-0.20 %)
29/03/2024,1284.09,"1,292.7","1,292.75","1,282.44","118,165,503",-6.09(-0.47 %)
28/03/2024,1290.18,"1,293.03","1,293.9","1,285.52","115,916,673",7.09(0.55 %)
27/03/2024,1283.09,"1,286.34","1,286.72","1,276.95","114,458,865",0.88(0.07 %)
26/03/2024,1282.21,"1,267.95","1,282.5","1,264.42","77,989,658",14.35(1.13 %)
25/03/2024,1267.86,"1,278.86","1,286.84","1,264.51","76,091,634",-13.94(-1.09 %)
22/03/2024,1281.8,"1,281.56","1,291.27","1,276.38","196,916,593",5.38(0.42 %)
21/03/2024,1276.42,"1,269.96","1,276.42","1,264.2","112,532,603",16.34(1.30 %)
20/03/2024,1260.08,"1,243.79","1,261.55","1,235.46","54,307,937",17.62(1.42 %)
19/03/2024,1242.46,"1,246.54","1,249.75","1,238.92","131,148,990",-1.1(-0.09 %)
18/03/2024,1243.56,"1,266.11","1,269.9","1,221.67","89,673,851",-20.22(-1.60 %)
15/03/2024,1263.78,"1,263.76","1,271.63","1,252.36","48,429,845",-0.48(-0.04 %)
14/03/2024,1264.26,"1,276","1,276.41","1,258.67","34,804,824",-6.25(-0.49 %)
13/03/2024,1270.51,"1,250.2","1,270.51","1,247.64",0,25.51(2.05 %)
12/03/2024,1245,"1,235.4","1,248.33","1,233.14","42,756,568",9.51(0.77 %)
11/03/2024,1235.49,"1,248.32","1,254.01","1,233.49","51,144,457",-11.86(-0.95 %)
08/03/2024,1247.35,"1,272.62","1,274.3","1,247.35","36,783,174",-21.11(-1.66 %)
07/03/2024,1268.46,"1,263.23","1,269.88","1,260.24","65,153,646",5.73(0.45 %)
06/03/2024,1262.73,"1,269.8","1,277.51","1,256.3","18,307,564",-7.25(-0.57 %)
05/03/2024,1269.98,"1,262.89","1,269.98","1,257.81","82,943,029",8.57(0.68 %)
04/03/2024,1261.41,"1,264.07","1,268.25","1,256.54","121,861,420",3.13(0.25 %)
01/03/2024,1258.28,"1,256.72","1,258.76","1,247.87","70,109,621",5.55(0.44 %)
29/02/2024,1252.73,"1,259.59","1,264.39","1,247.7","76,972,005",-1.82(-0.15 %)
28/02/2024,1254.55,"1,241.77","1,254.55","1,236.32","58,557,999",17.09(1.38 %)
27/02/2024,1237.46,"1,228.93","1,237.6","1,226.49","64,391,398",13.29(1.09 %)
26/02/2024,1224.17,"1,212.93","1,225.21","1,210.52","51,479,977",12.17(1.00 %)
23/02/2024,1212,"1,230.3","1,240.81","1,211.55","64,777,762",-15.31(-1.25 %)
22/02/2024,1227.31,"1,229.85","1,232.09","1,226.15","42,351,736",-2.73(-0.22 %)
21/02/2024,1230.04,"1,231.78","1,234.22","1,222.92","102,199,481",-0.02(0.00 %)
20/02/2024,1230.06,"1,227.75","1,230.47","1,222.66","91,793,296",5.09(0.42 %)
19/02/2024,1224.97,"1,213.24","1,225.48","1,212.58","68,402,983",15.27(1.26 %)
16/02/2024,1209.7,"1,204.9","1,210.25","1,204.29","38,261,231",7.2(0.60 %)
15/02/2024,1202.5,"1,203.08","1,207.56","1,198.81","24,502,809",3.97(0.33 %)
07/02/2024,1198.53,"1,190.51","1,199.52","1,190.5","20,738,318",10.05(0.85 %)
06/02/2024,1188.48,"1,189.08","1,190.92","1,185.68","52,122,200",2.42(0.20 %)
05/02/2024,1186.06,"1,174.22","1,188.45","1,173.54","97,379,332",13.51(1.15 %)
02/02/2024,1172.55,"1,173.93","1,178.27","1,169.7","114,722,511",-0.47(-0.04 %)
01/02/2024,1173.02,"1,162.78","1,174.5","1,162.45","78,512,920",8.71(0.75 %)
31/01/2024,1164.31,"1,181.62","1,182.53","1,163.13","90,789,888",-15.34(-1.30 %)
30/01/2024,1179.65,"1,176.02","1,179.92","1,174.13","49,260,437",3.96(0.34 %)
29/01/2024,1175.69,"1,177.23","1,180.46","1,174.88","106,961,541",0.02(0.00 %)
26/01/2024,1175.67,"1,173.43","1,176.76","1,173.43","77,007,219",5.3(0.45 %)
25/01/2024,1170.37,"1,173.58","1,173.83","1,168.5","59,838,659",-2.6(-0.22 %)
24/01/2024,1172.97,"1,175.58","1,180.3","1,172","89,134,288",-4.53(-0.38 %)
23/01/2024,1177.5,"1,183.96","1,184.74","1,173.78","83,116,514",-5.36(-0.45 %)
22/01/2024,1182.86,"1,186.29","1,186.96","1,175.54","118,873,900",1.36(0.12 %)
19/01/2024,1181.5,"1,171.5","1,181.5","1,171.47","31,976,292",12.44(1.06 %)
18/01/2024,1169.06,"1,164.32","1,169.73","1,162.62","26,168,351",6.53(0.56 %)
17/01/2024,1162.53,"1,161.95","1,168.46","1,160.45","74,482,553",-0.59(-0.05 %)
16/01/2024,1163.12,"1,150.31","1,163.12","1,147.71","40,425,227",9(0.78 %)
15/01/2024,1154.12,"1,159.37","1,163.75","1,154.12","56,304,790",-0.58(-0.05 %)
12/01/2024,1154.7,"1,154.91","1,161.91","1,146.75","46,007,056",-7.52(-0.65 %)
11/01/2024,1162.22,"1,162.49","1,169.1","1,157.43","62,066,092",0.68(0.06 %)
10/01/2024,1161.54,"1,158.79","1,166.1","1,155.94","54,617,012",2.95(0.25 %)
09/01/2024,1158.59,"1,161.71","1,162.83","1,155.46","65,207,567",-1.6(-0.14 %)
08/01/2024,1160.19,"1,159.42","1,162.56","1,155.48","90,997,821",5.51(0.48 %)
05/01/2024,1154.68,"1,152.37","1,155.84","1,149.08","42,840,029",3.96(0.34 %)
04/01/2024,1150.72,"1,145.49","1,160.08","1,144.32","36,205,660",6.55(0.57 %)
03/01/2024,1144.17,"1,130.53","1,144.17","1,128.32","58,637,762",12.45(1.10 %)
02/01/2024,1131.72,"1,136.39","1,139.71","1,128.69","64,012,774",1.79(0.16 %)
29/12/2023,1129.93,"1,131.75","1,135.05","1,129.93","81,708,666",1(0.09 %)
28/12/2023,1128.93,"1,122.57","1,130.58","1,120.5","84,624,950",6.94(0.62 %)
27/12/2023,1121.99,"1,123.28","1,126.47","1,121.99","178,938,561",-0.26(-0.02 %)
26/12/2023,1122.25,"1,120.11","1,123.11","1,117.93","55,982,754",4.59(0.41 %)
25/12/2023,1117.66,"1,104.27","1,118.31","1,104.27","105,707,835",14.6(1.32 %)
22/12/2023,1103.06,"1,103.08","1,104.65","1,099.32","61,286,748",0.63(0.06 %)
21/12/2023,1102.43,"1,096.22","1,102.43","1,094.47","66,091,208",1.67(0.15 %)
20/12/2023,1100.76,"1,098.1","1,102.27","1,093.38","126,698,009",4.46(0.41 %)
19/12/2023,1096.3,"1,091.26","1,096.3","1,082.29","84,199,192",4.42(0.40 %)
18/12/2023,1091.88,"1,103.36","1,103.74","1,091.45",0,-10.42(-0.95 %)
15/12/2023,1102.3,"1,109.51","1,112.79","1,102.3","64,980,400",-7.83(-0.71 %)
14/12/2023,1110.13,"1,119.62","1,120.36","1,107.86","76,392,045",-4.07(-0.37 %)
13/12/2023,1114.2,"1,129.94","1,131.21","1,112.08","77,861,826",-13.43(-1.19 %)
12/12/2023,1127.63,"1,127.55","1,129.77","1,123.35","104,711,241",2.13(0.19 %)
11/12/2023,1125.5,"1,127.92","1,129.15","1,120.32","75,370,371",1.06(0.09 %)
08/12/2023,1124.44,"1,122.09","1,127.46","1,119.43","79,308,913",2.95(0.26 %)
07/12/2023,1121.49,"1,128.67","1,129.83","1,109.51","35,873,918",-4.94(-0.44 %)
06/12/2023,1126.43,"1,118.06","1,126.43","1,116.03","75,978,409",10.46(0.94 %)
05/12/2023,1115.97,"1,122.28","1,124.11","1,113.55","70,533,682",-4.52(-0.40 %)
04/12/2023,1120.49,"1,107.74","1,123.96","1,106.62","79,448,144",18.33(1.66 %)
01/12/2023,1102.16,"1,099.18","1,102.2","1,090.08","26,789,250",8.03(0.73 %)
30/11/2023,1094.13,"1,101.75","1,107.45","1,094.13","57,959,180",-8.67(-0.79 %)
29/11/2023,1102.8,"1,097.28","1,105.28","1,096.33","46,439,040",7.37(0.67 %)
28/11/2023,1095.43,"1,088.6","1,095.43","1,076.45","84,657,110",7.37(0.68 %)
27/11/2023,1088.06,"1,095.59","1,096.84","1,085.69","83,129,877",-7.55(-0.69 %)
24/11/2023,1095.61,"1,090.97","1,095.61","1,073.31","55,788,823",7.12(0.65 %)
23/11/2023,1088.49,"1,117.71","1,118.54","1,088.49","73,680,496",-25.33(-2.27 %)
22/11/2023,1113.82,"1,111.35","1,115.47","1,103.26","131,585,427",3.36(0.30 %)
21/11/2023,1110.46,"1,112.61","1,112.77","1,103.79","110,633,314",6.8(0.62 %)
20/11/2023,1103.66,"1,085.4","1,111.26","1,085.32","86,196,597",2.47(0.22 %)
17/11/2023,1101.19,"1,128.14","1,129.84","1,096.16","75,018,084",-24.34(-2.16 %)
16/11/2023,1125.53,"1,119.98","1,125.53","1,114.97","78,730,352",3.03(0.27 %)
15/11/2023,1122.5,"1,124.56","1,132.75","1,118.74","54,197,814",12.77(1.15 %)
14/11/2023,1109.73,"1,109.08","1,115.6","1,101.67","48,725,021",9.66(0.88 %)
13/11/2023,1100.07,"1,103.66","1,107.91","1,093.19","48,147,673",-1.61(-0.15 %)
10/11/2023,1101.68,"1,105.75","1,116.02","1,101.23","76,524,367",-12.21(-1.10 %)
09/11/2023,1113.89,"1,116.42","1,124.78","1,112.13","44,089,551",0.46(0.04 %)
08/11/2023,1113.43,"1,079.14","1,113.43","1,075.8","51,885,518",33.14(3.07 %)
07/11/2023,1080.29,"1,086.68","1,089.89","1,079.42","91,823,817",-9.37(-0.86 %)
06/11/2023,1089.66,"1,082.21","1,089.66","1,076.78","120,068,308",12.88(1.20 %)
03/11/2023,1076.78,"1,081.35","1,082.23","1,071.11","44,719,538",1.31(0.12 %)
02/11/2023,1075.47,"1,048.62","1,075.47","1,045.14","35,218,340",35.81(3.44 %)
01/11/2023,1039.66,"1,029","1,039.66","1,020.01","74,985,018",11.47(1.12 %)
31/10/2023,1028.19,"1,045.6","1,046.17","1,025.03","47,918,759",-14.21(-1.36 %)
30/10/2023,1042.4,"1,054.03","1,060.39","1,042.4","62,641,314",-18.22(-1.72 %)
27/10/2023,1060.62,"1,059.41","1,061.87","1,037.46","53,313,704",5.17(0.49 %)
26/10/2023,1055.45,"1,082.8","1,083.22","1,049.71","46,575,373",-46.21(-4.19 %)
25/10/2023,1101.66,"1,106.41","1,111.39","1,100.64","54,812,103",-4.24(-0.38 %)
24/10/2023,1105.9,"1,095.42","1,107.3","1,088.17","60,481,790",12.37(1.13 %)
23/10/2023,1093.53,"1,106.56","1,106.8","1,086.54","62,036,531",-14.5(-1.31 %)
20/10/2023,1108.03,"1,085.83","1,108.16","1,073.73","65,671,082",20.18(1.86 %)
19/10/2023,1087.85,"1,102.93","1,103.65","1,087.85","31,159,234",-15.55(-1.41 %)
18/10/2023,1103.4,"1,123.73","1,125.27","1,088.87","95,482,401",-18.25(-1.63 %)
17/10/2023,1121.65,"1,145.34","1,147.89","1,121.65","37,321,967",-19.77(-1.73 %)
16/10/2023,1141.42,"1,152.69","1,157.46","1,140.64","52,664,012",-13.31(-1.15 %)
13/10/2023,1154.73,"1,145.03","1,155.1","1,138.99","22,614,737",3.12(0.27 %)
12/10/2023,1151.61,"1,155.12","1,156.73","1,148.11","25,073,660",0.8(0.07 %)
11/10/2023,1150.81,"1,146.2","1,150.81","1,138.22","43,178,212",7.12(0.62 %)
10/10/2023,1143.69,"1,143.6","1,150.34","1,141.97","43,233,335",6.33(0.56 %)
09/10/2023,1137.36,"1,130.25","1,137.36","1,127.03","57,250,916",8.82(0.78 %)
06/10/2023,1128.54,"1,115.23","1,129.13","1,107.4","15,080,777",14.65(1.32 %)
05/10/2023,1113.89,"1,131.35","1,133.12","1,113.89","51,071,796",-14.78(-1.31 %)
04/10/2023,1128.67,"1,106.61","1,133.79","1,106.4","35,148,551",10.57(0.95 %)
03/10/2023,1118.1,"1,145.85","1,146.59","1,117.28","48,897,681",-37.15(-3.22 %)
02/10/2023,1155.25,"1,155.07","1,161.48","1,149.63","44,303,825",1.1(0.10 %)
29/09/2023,1154.15,"1,157.76","1,163.88","1,152.45","38,547,197",1.72(0.15 %)
28/09/2023,1152.43,"1,153.74","1,155.39","1,136.99","36,525,143",-1.42(-0.12 %)
27/09/2023,1153.85,"1,139.76","1,153.85","1,126.36","72,467,555",15.89(1.40 %)
26/09/2023,1137.96,"1,150.94","1,163.52","1,137.96","84,337,876",-15.24(-1.32 %)
25/09/2023,1153.2,"1,190.58","1,195.62","1,153.2","89,303,036",-39.85(-3.34 %)
22/09/2023,1193.05,"1,197.49","1,199.13","1,174.57","76,002,378",-19.69(-1.62 %)
21/09/2023,1212.74,"1,226.79","1,227.88","1,211.65","36,554,983",-13.37(-1.09 %)
20/09/2023,1226.11,"1,212.7","1,226.11","1,209.46","114,200,771",14.61(1.21 %)
19/09/2023,1211.5,"1,215.96","1,219.57","1,199.85","104,815,034",-0.31(-0.03 %)
18/09/2023,1211.81,"1,225.6","1,226.56","1,203.88","79,619,456",-15.55(-1.27 %)
15/09/2023,1227.36,"1,228.87","1,233.87","1,220.27","45,555,098",3.55(0.29 %)
14/09/2023,1223.81,"1,238.19","1,244.21","1,223.03","65,015,574",-14.58(-1.18 %)
13/09/2023,1238.39,"1,248.94","1,250.61","1,232.84","71,978,904",-7.05(-0.57 %)
12/09/2023,1245.44,"1,227.16","1,245.44","1,220.85","85,387,093",21.81(1.78 %)
11/09/2023,1223.63,"1,250.48","1,251.37","1,223.33","76,219,402",-17.85(-1.44 %)
08/09/2023,1241.48,"1,242.28","1,248.1","1,240.15","124,146,321",-1.66(-0.13 %)
07/09/2023,1243.14,"1,248.91","1,255.11","1,240.82","27,168,809",-2.36(-0.19 %)
06/09/2023,1245.5,"1,237.07","1,245.5","1,229.89","64,025,247",10.52(0.85 %)
05/09/2023,1234.98,"1,231.43","1,236.21","1,228.7","102,455,815",10.93(0.89 %)
31/08/2023,1224.05,"1,216","1,224.84","1,214.39","58,193,567",10.89(0.90 %)
30/08/2023,1213.16,"1,206.25","1,213.52","1,203.51","47,435,154",8.73(0.72 %)
29/08/2023,1204.43,"1,204.75","1,208.78","1,197.57","85,318,755",2.71(0.23 %)
28/08/2023,1201.72,"1,189.43","1,202.02","1,189.43",0,18.35(1.55 %)
25/08/2023,1183.37,"1,188.99","1,192.59","1,181.6",0,-6.02(-0.51 %)
24/08/2023,1189.39,"1,175.2","1,189.99","1,171.33","48,725,933",16.83(1.44 %)
23/08/2023,1172.56,"1,192.96","1,193.79","1,168.89","93,450,070",-7.93(-0.67 %)
22/08/2023,1180.49,"1,183.92","1,184.43","1,149.13","66,066,301",0.73(0.06 %)
21/08/2023,1179.76,"1,177.01","1,188.16","1,164.63","73,450,776",1.77(0.15 %)
18/08/2023,1177.99,"1,227.02","1,228.98","1,177.74","46,813,917",-55.49(-4.50 %)
17/08/2023,1233.48,"1,242.58","1,243.98","1,233.48","59,576,674",-9.78(-0.79 %)
16/08/2023,1243.26,"1,239.95","1,243.48","1,235.27","63,478,803",9.21(0.75 %)
15/08/2023,1234.05,"1,239.42","1,239.42","1,230.58","61,147,135",-2.79(-0.23 %)
14/08/2023,1236.84,"1,237.14","1,239.61","1,229.04",0,4.63(0.38 %)
11/08/2023,1232.21,"1,228.92","1,232.21","1,213.37","27,587,087",11.6(0.95 %)
10/08/2023,1220.61,"1,236.31","1,238.19","1,220.61","27,130,994",-13.38(-1.08 %)
09/08/2023,1233.99,"1,240.68","1,241.96","1,231.28","77,758,643",-8.24(-0.66 %)
08/08/2023,1242.23,"1,244.35","1,246.22","1,239.01","76,455,547",0.81(0.07 %)
07/08/2023,1241.42,"1,233.1","1,241.42","1,230.38","180,368,159",15.44(1.26 %)
04/08/2023,1225.98,"1,216.27","1,228.12","1,214.17","39,475,841",15.03(1.24 %)
03/08/2023,1210.95,"1,219.73","1,222.35","1,209.06","51,981,127",-9.48(-0.78 %)
02/08/2023,1220.43,"1,217.17","1,223.04","1,213.18","89,787,988",2.87(0.24 %)
01/08/2023,1217.56,"1,230.19","1,234.5","1,217.56","71,016,789",-5.34(-0.44 %)
31/07/2023,1222.9,"1,219.66","1,224.81","1,212.81","80,689,117",15.23(1.26 %)
28/07/2023,1207.67,"1,197.32","1,207.67","1,195.86","62,488,173",10.34(0.86 %)
27/07/2023,1197.33,"1,201.69","1,203.69","1,191.08","83,184,878",-3.51(-0.29 %)
26/07/2023,1200.84,"1,195.5","1,200.84","1,195.44","63,149,108",4.94(0.41 %)
25/07/2023,1195.9,"1,194.63","1,199.27","1,193.34","79,933,085",5.18(0.44 %)
24/07/2023,1190.72,"1,190.74","1,193.22","1,183.39","53,795,732",4.82(0.41 %)
21/07/2023,1185.9,"1,173.18","1,185.9","1,172.07","88,199,816",13.09(1.12 %)
20/07/2023,1172.81,"1,171.83","1,174.39","1,166.62","54,333,641",-0.17(-0.01 %)
19/07/2023,1172.98,"1,177.5","1,178.55","1,172.98","96,870,634",-1.11(-0.09 %)
18/07/2023,1174.09,"1,173.23","1,175.7","1,170.04","75,417,553",0.96(0.08 %)
17/07/2023,1173.13,"1,171.75","1,174.89","1,168.77","58,850,116",4.73(0.40 %)
14/07/2023,1168.4,"1,169.2","1,169.84","1,156.28","68,586,489",2.98(0.26 %)
13/07/2023,1165.42,"1,159.88","1,165.42","1,158.15","45,046,868",11.22(0.97 %)
12/07/2023,1154.2,"1,154.37","1,157.43","1,149.28","86,696,502",2.43(0.21 %)
11/07/2023,1151.77,"1,151.13","1,157.01","1,149.69","77,367,920",2.75(0.24 %)
10/07/2023,1149.02,"1,142.61","1,149.02","1,140.03","61,363,325",10.95(0.96 %)
07/07/2023,1138.07,"1,125.07","1,138.07","1,122.94","80,339,652",11.85(1.05 %)
06/07/2023,1126.22,"1,133.7","1,135.81","1,122.35","46,028,815",-8.4(-0.74 %)
05/07/2023,1134.62,"1,136.55","1,138.67","1,133.45","58,670,457",2.62(0.23 %)
04/07/2023,1132,"1,127.11","1,132.12","1,123.49","60,278,721",6.5(0.58 %)
03/07/2023,1125.5,"1,125.55","1,128.35","1,121.17","50,733,741",5.32(0.47 %)
30/06/2023,1120.18,"1,124.3","1,126.33","1,120.01","72,055,466",-5.21(-0.46 %)
29/06/2023,1125.39,"1,139.31","1,140.43","1,125.39","67,223,869",-12.96(-1.14 %)
28/06/2023,1138.35,"1,137.18","1,140.56","1,131.86","102,020,467",4.02(0.35 %)
27/06/2023,1134.33,"1,134.55","1,136.49","1,128.82","73,757,398",2.3(0.20 %)
26/06/2023,1132.03,"1,130.08","1,134","1,119.95","84,822,519",2.65(0.23 %)
23/06/2023,1129.38,"1,126.23","1,130.61","1,122.62","49,565,930",4.08(0.36 %)
22/06/2023,1125.3,"1,126.23","1,127.54","1,122.27","79,011,615",6.84(0.61 %)
21/06/2023,1118.46,"1,112.73","1,118.46","1,110.65","73,825,009",6.74(0.61 %)
20/06/2023,1111.72,"1,105.75","1,111.72","1,102.58","100,860,369",6.32(0.57 %)
19/06/2023,1105.4,"1,115.68","1,117.23","1,104.73","87,690,316",-9.82(-0.88 %)
16/06/2023,1115.22,"1,121.92","1,128.92","1,112.51","90,992,377",-1.75(-0.16 %)
15/06/2023,1116.97,"1,117.06","1,120.13","1,112.11","41,259,917",-0.45(-0.04 %)
14/06/2023,1117.42,"1,124.56","1,129.49","1,117.42","82,610,523",-5.04(-0.45 %)
13/06/2023,1122.46,"1,117.43","1,122.46","1,116.1","73,131,646",6.44(0.58 %)
12/06/2023,1116.02,"1,110.26","1,116.02","1,100.08","71,705,878",8.49(0.77 %)
09/06/2023,1107.53,"1,103.11","1,107.53","1,097.23","62,478,035",6.21(0.56 %)
08/06/2023,1101.32,"1,111.86","1,115.14","1,101.32","113,245,583",-8.22(-0.74 %)
07/06/2023,1109.54,"1,111.67","1,112.28","1,104.26","70,278,677",1.23(0.11 %)
06/06/2023,1108.31,"1,099.99","1,108.31","1,098.28","60,080,333",10.49(0.96 %)
05/06/2023,1097.82,"1,100.2","1,103.81","1,096.76","54,388,387",6.98(0.64 %)
02/06/2023,1090.84,"1,084.19","1,092.24","1,083.36","64,041,432",12.45(1.15 %)
01/06/2023,1078.39,"1,076.27","1,078.39","1,071.61","36,439,700",3.22(0.30 %)
31/05/2023,1075.17,"1,078.39","1,079.11","1,071.38","62,588,275",-2.88(-0.27 %)
30/05/2023,1078.05,"1,078.82","1,079.31","1,071.01","106,935,542",3.07(0.29 %)
29/05/2023,1074.98,"1,067.27","1,077.18","1,067.27","104,686,251",11.22(1.05 %)
26/05/2023,1063.76,"1,067.11","1,067.28","1,063.76","43,383,213",-0.87(-0.08 %)
25/05/2023,1064.63,"1,061.95","1,065.5","1,057.91","53,327,351",2.84(0.27 %)
24/05/2023,1061.79,"1,069.11","1,069.61","1,060.6","102,120,726",-4.06(-0.38 %)
23/05/2023,1065.85,"1,073.2","1,073.96","1,062.15","52,196,382",-4.79(-0.45 %)
22/05/2023,1070.64,"1,067.32","1,070.64","1,065.88","76,446,466",3.57(0.33 %)
19/05/2023,1067.07,"1,069.62","1,070.15","1,058.56","93,851,998",-1.24(-0.12 %)
18/05/2023,1068.31,"1,063.72","1,073.41","1,060.94","58,652,072",7.87(0.74 %)
17/05/2023,1060.44,"1,066.46","1,069.95","1,060.44","73,203,159",-5.47(-0.51 %)
16/05/2023,1065.91,"1,068.54","1,069.27","1,063.65","87,166,587",0.2(0.02 %)
15/05/2023,1065.71,"1,075.08","1,076.32","1,065.71","49,034,958",-1.19(-0.11 %)
12/05/2023,1066.9,"1,057.7","1,066.9","1,053.97","37,283,402",9.78(0.93 %)
11/05/2023,1057.12,"1,060.75","1,063.69","1,056.72","26,826,720",-1.14(-0.11 %)
10/05/2023,1058.26,"1,055.62","1,058.67","1,053.34","66,122,411",4.49(0.43 %)
09/05/2023,1053.77,"1,055.42","1,058.71","1,052.68","61,888,203",0.33(0.03 %)
08/05/2023,1053.44,"1,040.31","1,053.44","1,040.31","58,816,564",13.13(1.26 %)
05/05/2023,1040.31,"1,040.22","1,043.22","1,036.69","107,887,203",-0.3(-0.03 %)
04/05/2023,1040.61,"1,046","1,048.16","1,038.18","54,218,468",-8.51(-0.81 %)
28/04/2023,1049.12,"1,043.18","1,049.12","1,042.04","38,778,413",9.49(0.91 %)
27/04/2023,1039.63,"1,041.03","1,044.25","1,037.62","45,279,283",-1.17(-0.11 %)
26/04/2023,1040.8,"1,034.02","1,040.8","1,029.19","90,237,490",5.95(0.57 %)
25/04/2023,1034.85,"1,045.79","1,045.79","1,032.49","47,333,588",-6.51(-0.63 %)
24/04/2023,1041.36,"1,045.31","1,047.18","1,038.36","96,566,234",-1.55(-0.15 %)
21/04/2023,1042.91,"1,050.05","1,050.4","1,041.26","33,327,840",-6.34(-0.60 %)
20/04/2023,1049.25,"1,050.02","1,051.86","1,045.85","39,328,769",0.27(0.03 %)
19/04/2023,1048.98,"1,057.88","1,058.14","1,047.47","67,539,025",-6.04(-0.57 %)
18/04/2023,1055.02,"1,055.85","1,057.15","1,050.89","40,779,735",1.21(0.11 %)
17/04/2023,1053.81,"1,053.15","1,054.72","1,049.11","45,419,670",0.92(0.09 %)
14/04/2023,1052.89,"1,067.18","1,068.79","1,052.89","62,045,744",-11.41(-1.07 %)
13/04/2023,1064.3,"1,070.87","1,070.88","1,062.26","77,294,018",-5.15(-0.48 %)
12/04/2023,1069.45,"1,071.66","1,072.7","1,066.43","65,291,633",-0.01(0.00 %)
11/04/2023,1069.46,"1,063.67","1,070.56","1,056.9","55,138,230",4.11(0.39 %)
10/04/2023,1065.35,"1,073.9","1,075.54","1,063.45","68,247,447",-4.36(-0.41 %)
07/04/2023,1069.71,"1,071.09","1,072.94","1,063.7","45,403,244",-1.2(-0.11 %)
06/04/2023,1070.91,"1,083.27","1,084.52","1,070.91","43,422,827",-9.95(-0.92 %)
05/04/2023,1080.86,"1,079.06","1,080.86","1,074.1","86,848,464",2.41(0.22 %)
