Ngay,Dong cua,Mo cua,Cao nhat,Thap nhat,KL,% Thay doi
04/04/2023,1078.45,"1,081.02","1,082.21","1,075.1","54,448,855",-0.83(-0.08 %)
03/04/2023,1079.28,"1,074.2","1,079.28","1,071.62","42,393,440",14.64(1.38 %)
31/03/2023,1064.64,"1,059.79","1,067.55","1,059.79","65,690,032",5.2(0.49 %)
30/03/2023,1059.44,"1,061.32","1,066.23","1,058.89","78,755,074",3.11(0.29 %)
29/03/2023,1056.33,"1,055.18","1,056.33","1,048.26","45,840,510",2.04(0.19 %)
28/03/2023,1054.29,"1,055.12","1,059.83","1,051.75","64,992,298",2.04(0.19 %)
27/03/2023,1052.25,"1,047.89","1,053.78","1,041.99","46,475,310",5.46(0.52 %)
24/03/2023,1046.79,"1,047.11","1,052.29","1,044.02","72,791,940",1.69(0.16 %)
23/03/2023,1045.1,"1,035.33","1,045.1","1,030.93","61,845,931",4.56(0.44 %)
22/03/2023,1040.54,"1,035.84","1,042.84","1,033.73","76,067,726",8.11(0.79 %)
21/03/2023,1032.43,"1,028.81","1,036.15","1,017.05","93,390,969",9.33(0.91 %)
20/03/2023,1023.1,"1,041.99","1,042.6","1,022.71","91,273,937",-22.04(-2.11 %)
17/03/2023,1045.14,"1,053.37","1,055.42","1,043.54","72,602,580",-2.26(-0.22 %)
16/03/2023,1047.4,"1,056.18","1,058.73","1,043.65","68,781,612",-14.79(-1.39 %)
15/03/2023,1062.19,"1,052.06","1,062.55","1,049.26","73,669,177",22.06(2.12 %)
14/03/2023,1040.13,"1,049.3","1,051.56","1,034.72","62,056,235",-12.67(-1.20 %)
13/03/2023,1052.8,"1,047.01","1,055.58","1,045.46","100,496,305",-0.2(-0.02 %)
10/03/2023,1053,"1,050.55","1,053.86","1,046.31","51,810,317",-2.95(-0.28 %)
09/03/2023,1055.95,"1,050.64","1,060.56","1,049.45","51,395,889",6.77(0.65 %)
08/03/2023,1049.18,"1,028.77","1,049.18","1,027.8","29,647,335",11.54(1.11 %)
07/03/2023,1037.84,"1,033.96","1,043.92","1,033.32","48,523,737",10.66(1.04 %)
06/03/2023,1027.18,"1,032.42","1,042.43","1,026.73","31,835,951",2.41(0.24 %)
03/03/2023,1024.77,"1,037.38","1,041.82","1,022.78","62,959,928",-12.84(-1.24 %)
02/03/2023,1037.61,"1,039.05","1,043.8","1,033.07","49,703,140",-2.94(-0.28 %)
01/03/2023,1040.55,"1,018.12","1,040.55","1,013.37","54,910,302",15.87(1.55 %)
28/02/2023,1024.68,"1,027.79","1,034.36","1,018.72","71,235,134",3.43(0.34 %)
27/02/2023,1021.25,"1,030.1","1,031.59","1,017.55","74,688,325",-18.31(-1.76 %)
24/02/2023,1039.56,"1,051.55","1,052.49","1,034.66","33,090,880",-14.1(-1.34 %)
23/02/2023,1053.66,"1,053.95","1,054.48","1,030.58","85,020,640",-0.62(-0.06 %)
22/02/2023,1054.28,"1,073.62","1,073.93","1,054.28","47,312,800",-27.95(-2.58 %)
21/02/2023,1082.23,"1,090.35","1,095.1","1,081.8","65,364,783",-4.46(-0.41 %)
20/02/2023,1086.69,"1,059.56","1,088.01","1,059.56","49,915,193",27.38(2.58 %)
17/02/2023,1059.31,"1,058.97","1,062.25","1,053.26","35,858,599",1.02(0.10 %)
16/02/2023,1058.29,"1,051.16","1,058.29","1,047.45","65,510,145",10.09(0.96 %)
15/02/2023,1048.2,"1,037.17","1,051.89","1,034.39","91,683,500",9.56(0.92 %)
14/02/2023,1038.64,"1,045.38","1,046.64","1,032.76","57,216,062",-5.06(-0.48 %)
13/02/2023,1043.7,"1,050.92","1,054.05","1,031.7","77,398,870",-11.6(-1.10 %)
10/02/2023,1055.3,"1,065.84","1,066.28","1,054.08","58,076,739",-8.73(-0.82 %)
09/02/2023,1064.03,"1,070.3","1,075.2","1,064.03","90,570,240",-8.19(-0.76 %)
08/02/2023,1072.22,"1,067.58","1,079.51","1,063.5","89,049,182",6.38(0.60 %)
07/02/2023,1065.84,"1,088.07","1,092.12","1,065.18","78,256,270",-23.45(-2.15 %)
06/02/2023,1089.29,"1,073.44","1,089.29","1,067.24","111,618,409",12.14(1.13 %)
03/02/2023,1077.15,"1,078.79","1,081.89","1,070.46","57,739,315",-0.44(-0.04 %)
02/02/2023,1077.59,"1,079.23","1,083.36","1,070.81","42,045,430",1.62(0.15 %)
01/02/2023,1075.97,"1,114.66","1,116.96","1,075.97","55,801,952",-35.21(-3.17 %)
31/01/2023,1111.18,"1,100.74","1,111.18","1,088.25","94,837,920",8.61(0.78 %)
30/01/2023,1102.57,"1,117.7","1,118.46","1,102.57","47,191,200",-14.53(-1.30 %)
27/01/2023,1117.1,"1,114.15","1,124.3","1,111.41","33,318,400",9.02(0.81 %)
19/01/2023,1108.08,"1,095.55","1,111.72","1,094.46","39,442,936",9.8(0.89 %)
18/01/2023,1098.28,"1,092.5","1,100.39","1,089.56","50,414,940",9.99(0.92 %)
17/01/2023,1088.29,"1,071.37","1,088.29","1,069.86","81,174,066",21.61(2.03 %)
16/01/2023,1066.68,"1,062.19","1,067.74","1,057.87","112,679,788",6.51(0.61 %)
13/01/2023,1060.17,"1,060.89","1,066.39","1,055.23","194,532,095",3.78(0.36 %)
12/01/2023,1056.39,"1,058.52","1,060.97","1,050.27","121,880,829",0.63(0.06 %)
11/01/2023,1055.76,"1,058.77","1,065.69","1,054.53","36,964,718",2.41(0.23 %)
10/01/2023,1053.35,"1,054.87","1,057.44","1,045.75","122,853,233",-0.86(-0.08 %)
09/01/2023,1054.21,"1,058.28","1,062.12","1,050.95","88,858,465",2.77(0.26 %)
06/01/2023,1051.44,"1,055.51","1,065.58","1,047.26","83,950,467",-4.38(-0.41 %)
05/01/2023,1055.82,"1,048.17","1,058.14","1,046.64","38,552,200",9.47(0.91 %)
04/01/2023,1046.35,"1,048.31","1,052.6","1,041.56","80,773,520",2.45(0.23 %)
03/01/2023,1043.9,"1,011.39","1,043.9","1,011.38","33,180,251",36.81(3.66 %)
30/12/2022,1007.09,"1,017.45","1,017.99","1,007.09","62,756,881",-2.2(-0.22 %)
29/12/2022,1009.29,"1,016.06","1,021.96","1,009.29","91,359,935",-6.37(-0.63 %)
28/12/2022,1015.66,"1,008.41","1,020.52",998.97,"198,180,865",11.09(1.10 %)
27/12/2022,1004.57,986.07,"1,007.88",983.67,"86,067,471",19.36(1.97 %)
26/12/2022,985.21,"1,019.66","1,021.89",985.21,"56,637,217",-35.13(-3.44 %)
23/12/2022,1020.34,"1,023.69","1,027.34","1,013.2","120,289,972",-2.27(-0.22 %)
22/12/2022,1022.61,"1,026.49","1,033.18","1,016.54","182,507,918",3.73(0.37 %)
21/12/2022,1018.88,"1,033.34","1,033.84","1,005.43","153,756,361",-4.25(-0.42 %)
20/12/2022,1023.13,"1,035.82","1,038.74","1,010.08","121,385,569",-15.27(-1.47 %)
19/12/2022,1038.4,"1,053.91","1,065.59","1,038.4","136,282,763",-14.08(-1.34 %)
16/12/2022,1052.48,"1,048.62","1,064.79","1,047.16","91,293,575",-2.84(-0.27 %)
15/12/2022,1055.32,"1,049.06","1,062.61","1,049.06","65,350,054",4.89(0.47 %)
14/12/2022,1050.43,"1,062.18","1,062.18","1,046.43","124,183,733",2.98(0.28 %)
13/12/2022,1047.45,"1,035.76","1,047.45","1,026.3","62,913,625",15.38(1.49 %)
12/12/2022,1032.07,"1,059.55","1,065.16","1,032.07","100,783,373",-19.74(-1.88 %)
09/12/2022,1051.81,"1,056.85","1,061.21","1,041.39","62,583,824",1.28(0.12 %)
08/12/2022,1050.53,"1,055.21","1,078.09","1,045.98","43,275,209",9.51(0.91 %)
07/12/2022,1041.02,"1,046.72","1,059.79","1,034.92","93,005,741",-7.67(-0.73 %)
06/12/2022,1048.69,"1,088.9","1,089.63","1,048.69","124,919,570",-44.98(-4.11 %)
05/12/2022,1093.67,"1,090.97","1,099.45","1,082.59","145,374,281",13.66(1.26 %)
02/12/2022,1080.01,"1,032.67","1,080.01","1,030.81","78,069,960",43.73(4.22 %)
01/12/2022,1036.28,"1,057.97","1,066.28","1,035.62","81,216,100",-12.14(-1.16 %)
30/11/2022,1048.42,"1,037.44","1,048.42","1,021.54","186,838,902",16.26(1.58 %)
29/11/2022,1032.16,"1,010.57","1,032.16",998.56,"82,459,564",26.47(2.63 %)
28/11/2022,1005.69,979.68,"1,006.22",979.48,"101,390,752",34.23(3.52 %)
25/11/2022,971.46,956.62,971.46,955.53,"68,131,324",23.75(2.51 %)
24/11/2022,947.71,941.44,950.03,934.31,"107,795,180",1.71(0.18 %)
23/11/2022,946,947.81,958.61,942.02,"53,193,566",-6.12(-0.64 %)
22/11/2022,952.12,953.78,985.28,948.52,"71,315,805",-8.53(-0.89 %)
21/11/2022,960.65,971.58,973.19,956.77,"75,016,959",-8.68(-0.90 %)
18/11/2022,969.33,967.18,971.77,939.73,"121,221,190",0.07(0.01 %)
17/11/2022,969.26,952.91,972.88,950.9,"134,926,649",26.36(2.80 %)
16/11/2022,942.9,876,945.42,873.78,"57,775,800",31(3.40 %)
15/11/2022,911.9,926.08,929.06,900.17,"9,549,072",-29.14(-3.10 %)
14/11/2022,941.04,939.94,945.29,923.53,"66,767,408",-13.49(-1.41 %)
11/11/2022,954.53,954.95,966.7,949.49,"90,224,758",7.29(0.77 %)
10/11/2022,947.24,974.76,976.31,935.78,"151,106,228",-38.35(-3.89 %)
09/11/2022,985.59,983.62,994.79,977.93,"116,732,706",3.94(0.40 %)
08/11/2022,981.65,960.93,981.86,956.97,"118,252,448",6.46(0.66 %)
07/11/2022,975.19,989.74,996.18,969.61,"112,817,333",-21.96(-2.20 %)
04/11/2022,997.15,"1,008.23","1,009.96",974.61,"58,389,000",-22.66(-2.22 %)
03/11/2022,1019.81,"1,011.41","1,023.95","1,010.65","38,445,491",-3.38(-0.33 %)
02/11/2022,1023.19,"1,033.51","1,034.73","1,018.64","89,885,500",-10.56(-1.02 %)
01/11/2022,1033.75,"1,034.77","1,043.53","1,027.39","38,135,713",5.81(0.57 %)
31/10/2022,1027.94,"1,028.24","1,030.32","1,005","80,537,943",41.79(4.24 %)
28/10/2022,1027.36,"1,035.41","1,044.57","1,026.53","139,017,152",-7.77(-0.75 %)
27/10/2022,1028.01,994.82,"1,028.01",990.48,"75,394,495",42.09(4.27 %)
26/10/2022,985.92,"1,000.71","1,004.55",984.71,"95,898,248",4.74(0.48 %)
25/10/2022,981.18,980.33,"1,011.39",962.45,"80,903,949",-22.66(-2.26 %)
24/10/2022,986.15,"1,021.25","1,023.51",977.41,"107,795,180",-33.67(-3.30 %)
21/10/2022,1019.82,"1,059.03","1,059.03","1,013.69","99,890,795",-38.63(-3.65 %)
20/10/2022,1058.45,"1,056.14","1,065.28","1,048.21","45,825,855",-1.62(-0.15 %)
19/10/2022,1060.07,"1,065.08","1,065.99","1,052.29","57,300,900",-3.59(-0.34 %)
18/10/2022,1063.66,"1,065.6","1,071.74","1,057.71","48,403,894",12.08(1.15 %)
17/10/2022,1051.58,"1,053.46","1,054.05","1,033.59","61,694,102",-10.27(-0.97 %)
14/10/2022,1061.85,"1,066.63","1,068.12","1,055.29","135,175,697",10.86(1.03 %)
13/10/2022,1050.99,"1,035.33","1,050.99","1,025.04","74,689,802",16.18(1.56 %)
12/10/2022,1034.81,"1,006.1","1,039.44","1,002.89","83,315,724",28.61(2.84 %)
11/10/2022,1006.2,"1,036.39","1,036.42",998.64,"91,194,224",-36.28(-3.48 %)
10/10/2022,1042.48,"1,019.67","1,051.02","1,012.94","151,106,228",6.57(0.63 %)
07/10/2022,1035.91,"1,061.93","1,062.23","1,022.38","88,641,989",-38.61(-3.59 %)
06/10/2022,1074.52,"1,105.31","1,106.97","1,072.57","45,861,756",-29.74(-2.69 %)
05/10/2022,1104.26,"1,092.12","1,110.21","1,092.12","55,097,574",26.12(2.42 %)
04/10/2022,1078.14,"1,095.65","1,100.42","1,069.74","68,956,037",-8.3(-0.76 %)
03/10/2022,1086.44,"1,124.46","1,126.46","1,079.86","52,241,654",-45.67(-4.03 %)
30/09/2022,1132.11,"1,115.2","1,135.47","1,099.44","117,219,943",6.04(0.54 %)
29/09/2022,1126.07,"1,157.09","1,159.49","1,126.07","75,477,416",-17.55(-1.53 %)
28/09/2022,1143.62,"1,158.53","1,162.6","1,142.79","30,968,880",-22.92(-1.96 %)
27/09/2022,1166.54,"1,177.51","1,180.75","1,166.44","51,485,660",-7.81(-0.67 %)
26/09/2022,1174.35,"1,186.72","1,190.27","1,159.12","55,192,277",-28.93(-2.40 %)
23/09/2022,1203.28,"1,212.61","1,216.59","1,201.45","42,168,696",-11.42(-0.94 %)
22/09/2022,1214.7,"1,200.61","1,214.7","1,196.64","37,572,539",4.15(0.34 %)
21/09/2022,1210.55,"1,213.47","1,217.28","1,204.68","66,184,627",-8.38(-0.69 %)
20/09/2022,1218.93,"1,212.08","1,218.93","1,199.71","61,165,395",13.5(1.12 %)
19/09/2022,1205.43,"1,231.45","1,233.46","1,202.07","60,154,195",-30.31(-2.45 %)
16/09/2022,1235.74,"1,243.38","1,246.17","1,230.37","37,917,935",-9.92(-0.80 %)
15/09/2022,1245.66,"1,246.92","1,250.93","1,243.45","44,108,317",4.89(0.39 %)
14/09/2022,1240.77,"1,229.76","1,242.17","1,228.51","33,517,968",0(0.00 %)
13/09/2022,1248.4,"1,251.1","1,252.35","1,243.87","63,261,721",0(0.00 %)
12/09/2022,1249.62,"1,255","1,257.8","1,248.97","19,460,950",0.84(0.07 %)
09/09/2022,1248.78,"1,241.26","1,248.78","1,228.54","43,985,987",14.18(1.15 %)
08/09/2022,1234.6,"1,251.22","1,251.36","1,234.6","41,832,024",-8.57(-0.69 %)
07/09/2022,1243.17,"1,274.68","1,275.07","1,243.17","55,678,181",-34.23(-2.68 %)
06/09/2022,1277.4,"1,277.35","1,286.92","1,277.35","43,467,359",0.05(0.00 %)
05/09/2022,1277.35,"1,280.26","1,285.7","1,275.35","58,516,600",-3.16(-0.25 %)
31/08/2022,1280.51,"1,276.32","1,285.29","1,274.99","36,892,481",1.12(0.09 %)
30/08/2022,1279.39,"1,274.99","1,287.65","1,274","52,326,366",8.59(0.68 %)
29/08/2022,1270.8,"1,263.81","1,270.8","1,249.17","51,899,924",-11.77(-0.92 %)
26/08/2022,1282.57,"1,291.34","1,295.12","1,280.05","54,601,134",-6.31(-0.49 %)
25/08/2022,1288.88,"1,280.44","1,289.18","1,280.28","61,841,364",11.72(0.92 %)
24/08/2022,1277.16,"1,275.65","1,280.36","1,272.33","82,074,044",6.35(0.50 %)
23/08/2022,1270.81,"1,253.45","1,270.81","1,253.45","43,927,669",10.38(0.82 %)
22/08/2022,1260.43,"1,264.64","1,270.57","1,255.83","52,661,955",-8.75(-0.69 %)
19/08/2022,1269.18,"1,272.23","1,280","1,263.45","39,413,379",-4.48(-0.35 %)
18/08/2022,1273.66,"1,273.45","1,283.15","1,268.64","40,658,477",-1.62(-0.13 %)
17/08/2022,1275.28,"1,276.76","1,280.61","1,271.97","67,671,587",0.59(0.05 %)
16/08/2022,1274.69,"1,274.08","1,275.93","1,271.11","48,193,473",0.49(0.04 %)
15/08/2022,1274.2,"1,268.56","1,274.24","1,267.14","48,618,773",11.87(0.94 %)
12/08/2022,1262.33,"1,250.76","1,262.33","1,248.65","33,218,580",10.26(0.82 %)
11/08/2022,1252.07,"1,267.37","1,268.03","1,245.85","45,217,140",-4.43(-0.35 %)
10/08/2022,1256.5,"1,255.69","1,260.36","1,253.89","67,372,332",-2.35(-0.19 %)
09/08/2022,1258.85,"1,260.36","1,263.14","1,252.84","66,374,088",2.1(0.17 %)
08/08/2022,1256.75,"1,252.36","1,258.84","1,252.04","65,326,802",4.01(0.32 %)
05/08/2022,1252.74,"1,250.25","1,253.75","1,245.05","94,248,352",-1.41(-0.11 %)
04/08/2022,1254.15,"1,252.49","1,257.38","1,247.38","68,812,864",4.39(0.35 %)
03/08/2022,1249.76,"1,233.84","1,250.2","1,232.41","87,156,299",8.14(0.66 %)
02/08/2022,1241.62,"1,230.31","1,241.91","1,224.11","83,301,211",10.27(0.83 %)
01/08/2022,1231.35,"1,209.05","1,231.35","1,209.04","26,837,292",22.3(1.84 %)
29/07/2022,1206.33,"1,214.32","1,217.84","1,206.33","53,259,326",-1.79(-0.15 %)
28/07/2022,1208.12,"1,201.77","1,214.03","1,198.68","48,308,485",17.08(1.43 %)
27/07/2022,1191.04,"1,180.83","1,191.04","1,178.58","57,344,236",5.97(0.50 %)
26/07/2022,1185.07,"1,189.42","1,194.15","1,184.44","46,474,005",-3.43(-0.29 %)
25/07/2022,1188.5,"1,191.43","1,198.16","1,184.32","27,779,674",-6.26(-0.52 %)
22/07/2022,1194.76,"1,199.16","1,202.69","1,194.76","29,519,532",-3.71(-0.31 %)
21/07/2022,1198.47,"1,195.03","1,201.91","1,194.97","29,687,053",4.33(0.36 %)
20/07/2022,1194.14,"1,188.12","1,198.63","1,185.82","46,904,708",15.81(1.34 %)
19/07/2022,1178.33,"1,176.48","1,180.46","1,168.99","48,437,510",1.84(0.16 %)
18/07/2022,1176.49,"1,184.74","1,184.93","1,174.7","42,663,815",-2.76(-0.23 %)
15/07/2022,1179.25,"1,183.15","1,189.66","1,178.12","50,084,932",-2.92(-0.25 %)
14/07/2022,1182.17,"1,170.7","1,182.17","1,170.04","34,679,461",8.25(0.70 %)
13/07/2022,1173.92,"1,174.82","1,182.21","1,170.92","32,618,637",-0.9(-0.08 %)
12/07/2022,1174.82,"1,154.31","1,174.82","1,153.55","48,481,073",19.53(1.69 %)
11/07/2022,1155.29,"1,161.3","1,165.23","1,144.55","49,381,157",-16.02(-1.37 %)
08/07/2022,1171.31,"1,173.93","1,177.18","1,164.23","37,982,568",4.83(0.41 %)
07/07/2022,1166.48,"1,148.97","1,166.48","1,142.8","47,774,470",16.87(1.47 %)
06/07/2022,1149.61,"1,167.33","1,175.26","1,147.63","42,188,928",-31.68(-2.68 %)
05/07/2022,1181.29,"1,198.42","1,200.99","1,181.29","47,609,709",-14.24(-1.19 %)
04/07/2022,1195.53,"1,206.47","1,208.96","1,192.63","38,904,359",-3.37(-0.28 %)
01/07/2022,1198.9,"1,193.04","1,202.41","1,170.95","28,205,508",1.3(0.11 %)
30/06/2022,1197.6,"1,218.22","1,220.51","1,197.6","38,641,412",-20.49(-1.68 %)
29/06/2022,1218.09,"1,208.11","1,219.58","1,207.38","40,738,915",-0.01(0.00 %)
28/06/2022,1218.1,"1,202.41","1,221.74","1,198.99","54,178,489",15.28(1.27 %)
27/06/2022,1202.82,"1,189.28","1,203.51","1,187.38","97,049,023",17.34(1.46 %)
24/06/2022,1185.48,"1,190.82","1,196.85","1,185.48","67,708,495",-3.4(-0.29 %)
23/06/2022,1188.88,"1,162.06","1,188.88","1,162.06","54,644,340",19.61(1.68 %)
22/06/2022,1169.27,"1,180.11","1,185.86","1,162.98","60,440,731",-3.2(-0.27 %)
21/06/2022,1172.47,"1,172.98","1,189.97","1,162.94","84,555,335",-7.93(-0.67 %)
20/06/2022,1180.4,"1,218.37","1,221.6","1,180.4","49,102,130",-36.9(-3.03 %)
17/06/2022,1217.3,"1,210.5","1,220.41","1,191.92","52,305,252",-19.33(-1.56 %)
16/06/2022,1236.63,"1,226.96","1,246.32","1,223","37,448,005",22.7(1.87 %)
15/06/2022,1213.93,"1,231.23","1,235.56","1,195.19","56,005,059",-16.38(-1.33 %)
14/06/2022,1230.31,"1,213.44","1,239.36","1,211.13","40,943,430",3.27(0.27 %)
13/06/2022,1227.04,"1,251.08","1,261.54","1,226.01","21,936,230",-57.04(-4.44 %)
10/06/2022,1284.08,"1,298.78","1,309.59","1,284.08","42,075,920",-23.72(-1.81 %)
09/06/2022,1307.8,"1,310.35","1,312.44","1,300.85","27,067,285",-0.11(-0.01 %)
08/06/2022,1307.91,"1,307.91","1,316.78","1,304.79","38,765,059",16.56(1.28 %)
07/06/2022,1291.35,"1,285.07","1,291.35","1,260.92","42,987,894",1.34(0.10 %)
06/06/2022,1290.01,"1,290.04","1,302.14","1,281.95","45,421,969",2.03(0.16 %)
03/06/2022,1287.98,"1,284.62","1,292.78","1,276.37","42,910,852",-0.64(-0.05 %)
02/06/2022,1288.62,"1,300.58","1,302.66","1,283.32","44,923,673",-10.9(-0.84 %)
01/06/2022,1299.52,"1,289.56","1,302.25","1,286.01","66,672,450",6.84(0.53 %)
31/05/2022,1292.68,"1,288.63","1,297.64","1,280.44","33,190,148",-1.24(-0.10 %)
30/05/2022,1293.92,"1,290.11","1,296.22","1,281.27","45,890,095",8.47(0.66 %)
27/05/2022,1285.45,"1,270.56","1,286.99","1,269.29","21,482,700",16.88(1.33 %)
26/05/2022,1268.57,"1,273.8","1,278.11","1,261.55","24,054,663",0.14(0.01 %)
25/05/2022,1268.43,"1,238.12","1,268.43","1,234.17","37,541,373",35.05(2.84 %)
24/05/2022,1233.38,"1,218.87","1,233.38","1,203.28","45,979,897",14.57(1.20 %)
23/05/2022,1218.81,"1,246.56","1,246.58","1,207.99","64,897,353",-21.9(-1.77 %)
20/05/2022,1240.71,"1,241.07","1,252.96","1,232.33","35,897,937",-0.93(-0.07 %)
19/05/2022,1241.64,"1,211.31","1,246.66","1,211.07","35,994,280",0.88(0.07 %)
18/05/2022,1240.76,"1,240.06","1,249.84","1,222.92","48,924,765",12.39(1.01 %)
17/05/2022,1228.37,"1,164.32","1,228.37","1,156.54","33,887,705",56.42(4.81 %)
16/05/2022,1171.95,"1,208.05","1,215.96","1,170.59","33,035,189",-10.82(-0.91 %)
13/05/2022,1182.77,"1,235.03","1,237.8","1,180.6","55,911,343",-56.07(-4.53 %)
12/05/2022,1238.84,"1,290.04","1,291.65","1,238.05","39,449,702",-62.69(-4.82 %)
11/05/2022,1301.53,"1,295.39","1,305.17","1,277.91","36,251,960",7.97(0.62 %)
10/05/2022,1293.56,"1,240.93","1,293.56","1,232.57","55,312,083",23.94(1.89 %)
09/05/2022,1269.62,"1,313.49","1,314.52","1,265.54","45,251,514",-59.64(-4.49 %)
06/05/2022,1329.26,"1,333.55","1,350.09","1,328.13","53,393,724",-31.42(-2.31 %)
05/05/2022,1360.68,"1,361.62","1,362.18","1,331.41","19,840,773",12(0.89 %)
04/05/2022,1348.68,"1,366.11","1,366.39","1,348.68","29,407,008",-18.12(-1.33 %)
29/04/2022,1366.8,"1,347.08","1,369.31","1,343.24","64,763,837",15.81(1.17 %)
28/04/2022,1350.99,"1,353.48","1,358.07","1,344.1","24,859,286",-2.78(-0.21 %)
27/04/2022,1353.77,"1,331.73","1,355.92","1,314.81","33,153,826",12.43(0.93 %)
26/04/2022,1341.34,"1,285.4","1,341.34","1,261.4","54,478,720",30.42(2.32 %)
25/04/2022,1310.92,"1,377.83","1,382.13","1,298.38","62,306,558",-68.31(-4.95 %)
22/04/2022,1379.23,"1,378.28","1,392.89","1,352.43","24,661,200",9.02(0.66 %)
21/04/2022,1370.21,"1,369.8","1,392.33","1,356.58","69,325,233",-36.24(-2.58 %)
20/04/2022,1384.72,"1,401.63","1,410.64","1,384.72","28,821,292",-21.73(-1.55 %)
19/04/2022,1406.45,"1,435.82","1,442.04","1,406.45","28,365,038",-65.67(-4.46 %)
18/04/2022,1432.6,"1,456.47","1,456.47","1,425.07","32,232,935",-25.96(-1.78 %)
15/04/2022,1458.56,"1,470.53","1,478.95","1,456.39","19,748,286",-13.56(-0.92 %)
14/04/2022,1472.12,"1,483.08","1,484.34","1,471.75","24,455,795",-5.08(-0.34 %)
13/04/2022,1477.2,"1,459.48","1,477.2","1,448.52","37,846,822",21.95(1.51 %)
12/04/2022,1455.25,"1,487.86","1,490.58","1,455.25","17,379,467",-26.75(-1.80 %)
08/04/2022,1482,"1,504.31","1,507.73","1,482","18,867,724",-20.35(-1.35 %)
07/04/2022,1502.35,"1,524.12","1,524.92","1,502.35","25,119,770",-20.55(-1.35 %)
06/04/2022,1522.9,"1,510.69","1,523.75","1,507.62","31,244,697",2.87(0.19 %)
05/04/2022,1520.03,"1,521.37","1,527.57","1,519.28","36,518,100",-4.67(-0.31 %)
04/04/2022,1524.7,"1,528.87","1,530.95","1,522.82","32,015,636",8.26(0.54 %)
01/04/2022,1516.44,"1,489.48","1,516.87","1,484.13","77,583,935",26.96(1.81 %)
31/03/2022,1492.15,"1,492.5","1,498.41","1,488.27","49,273,020",1.64(0.11 %)
30/03/2022,1490.51,"1,491.92","1,503.89","1,483.9","17,198,400",-7.25(-0.48 %)
29/03/2022,1497.76,"1,487.57","1,498.45","1,487.57","48,019,308",14.58(0.98 %)
28/03/2022,1483.18,"1,490.28","1,496.79","1,473.8","76,503,543",-15.32(-1.02 %)
25/03/2022,1498.5,"1,500.17","1,503.29","1,494.55","38,869,978",0.24(0.02 %)
24/03/2022,1498.26,"1,503.91","1,505.39","1,495.18","29,440,231",-4.08(-0.27 %)
23/03/2022,1502.34,"1,505.76","1,513.9","1,501.67","60,903,132",-1.44(-0.10 %)
22/03/2022,1503.78,"1,500.08","1,507.71","1,498.48","39,859,665",8.83(0.59 %)
21/03/2022,1494.95,"1,469.1","1,494.95","1,469.1","63,729,614",25.85(1.76 %)
